payout_id,vendor_id,payout_date,amount,currency,payment_method,status,reference_number
PO0004758,V00221,2025-09-28,905.26,USD,ACH,Cancelled,CHECK998856
PO0004759,V00221,2023-11-17,139.65,USD,ACH,Cancelled,CHECK503109
PO0004760,V00221,2023-10-18,24126.16,USD,Check,Completed,CHECK281804
PO0004761,V00221,2024-07-28,196.95,USD,Wire Transfer,Completed,CHECK520542
PO0004762,V00073,2025-05-23,676.47,USD,Credit Card,Cancelled,CHECK826064
PO0004763,V00073,2023-03-27,169.08,USD,ACH,Completed,CHECK855035
PO0004764,V00073,2024-11-14,563.94,USD,Check,Completed,CHECK335296
PO0004765,V00308,2025-05-28,1377.4,USD,Wire Transfer,Completed,CHECK539273
PO0004766,V00308,2023-01-13,471.12,USD,Wire Transfer,Cancelled,CHECK738495
PO0004767,V00308,2023-04-08,39.68,USD,Credit Card,Completed,CHECK572853
PO0004768,V00308,2024-08-13,9875.03,USD,Credit Card,Completed,CHECK698068
PO0004769,V00308,2024-06-06,143.36,USD,Wire Transfer,Completed,CHECK235771
PO0004770,V00308,2023-08-03,64.31,USD,Check,Completed,CHECK457229
PO0004771,V00308,2024-11-11,20288.14,USD,Wire Transfer,Cancelled,CHECK920299
PO0004772,V00308,2024-05-10,537.9,USD,Check,Pending,CHECK280966
PO0004773,V00308,2025-10-12,66.59,USD,Credit Card,Pending,CHECK325907
PO0004774,V00308,2023-08-02,899.09,USD,Wire Transfer,Completed,CHECK546823
PO0004775,V00308,2023-01-20,272.47,USD,Wire Transfer,Cancelled,CHECK257031
PO0004776,V00308,2025-03-09,1586.24,USD,Wire Transfer,Pending,CHECK557682
PO0004777,V00308,2025-11-10,39.29,USD,Credit Card,Cancelled,CHECK700013
PO0004778,V00308,2023-11-09,25910.04,USD,Check,Cancelled,CHECK616768
PO0004779,V00308,2023-01-26,881.78,USD,ACH,Completed,CHECK692185
PO0004780,V00308,2024-04-11,1531.64,USD,Wire Transfer,Pending,CHECK469341
PO0004781,V00308,2025-04-28,464.7,USD,Credit Card,Pending,CHECK242741
PO0004782,V00308,2023-04-01,3.89,USD,Credit Card,Completed,CHECK890811
PO0004783,V00308,2024-08-04,547.4,USD,ACH,Cancelled,CHECK478646
PO0004784,V00308,2023-08-28,43461.6,USD,Credit Card,Cancelled,CHECK139652
PO0004785,V00308,2024-04-08,134.25,USD,ACH,Completed,CHECK993131
PO0004786,V00308,2024-07-01,3136.64,USD,ACH,Cancelled,CHECK972975
PO0004787,V00308,2023-08-28,11.1,USD,Check,Completed,CHECK464295
PO0004788,V00308,2025-03-03,22027.59,USD,Credit Card,Completed,CHECK186583
PO0004789,V00308,2024-09-07,165.8,USD,Credit Card,Completed,CHECK675259
PO0004790,V00308,2025-06-09,7.65,USD,Credit Card,Cancelled,CHECK494028
PO0004791,V00308,2023-01-02,2512.27,USD,Check,Completed,CHECK383720
PO0004792,V00308,2024-04-13,10.48,USD,ACH,Pending,CHECK638410
PO0004793,V00308,2023-04-10,8734.78,USD,Check,Completed,CHECK967725
PO0004794,V00308,2024-10-28,1098.06,USD,ACH,Completed,CHECK269765
PO0004795,V00348,2023-06-06,4391.87,USD,ACH,Cancelled,CHECK757865
PO0004796,V00348,2023-05-25,610.49,USD,Check,Completed,CHECK229596
PO0004797,V00348,2025-05-20,457.35,USD,ACH,Cancelled,CHECK951761
PO0004798,V00348,2023-01-08,1632.48,USD,Wire Transfer,Completed,CHECK166462
PO0004799,V00348,2025-12-04,1248.4,USD,Credit Card,Completed,CHECK902521
PO0004800,V00348,2023-02-28,1570.02,USD,ACH,Cancelled,CHECK513275
PO0004801,V00348,2024-02-07,4152.01,USD,Wire Transfer,Pending,CHECK951497
PO0004802,V00348,2025-07-26,769.77,USD,Check,Cancelled,CHECK175962
PO0004803,V00348,2025-05-28,563.05,USD,Credit Card,Completed,CHECK153665
PO0004804,V00348,2025-07-11,5352.56,USD,Wire Transfer,Pending,CHECK562954
PO0004805,V00348,2023-04-05,6347.22,USD,Check,Cancelled,CHECK649868
PO0004806,V00348,2024-07-02,58.4,USD,Credit Card,Pending,CHECK154709
PO0004807,V00348,2025-08-07,19.82,USD,ACH,Completed,CHECK913368
PO0004808,V00348,2023-08-03,2729.9,USD,ACH,Pending,CHECK276574
PO0004809,V00348,2023-03-29,639.64,USD,ACH,Completed,CHECK355271
PO0004810,V00348,2025-05-28,1592.46,USD,ACH,Completed,CHECK803426
PO0004811,V00348,2023-09-23,6077.14,USD,Check,Completed,CHECK698093
PO0004812,V00348,2023-07-09,666.06,USD,Check,Cancelled,CHECK512128
PO0004813,V00348,2024-07-17,9347.74,USD,Wire Transfer,Completed,CHECK581952
PO0004814,V00348,2025-05-31,243.32,USD,Wire Transfer,Completed,CHECK183387
PO0004815,V00348,2025-09-18,126.9,USD,Credit Card,Completed,CHECK941781
PO0004816,V00348,2023-04-27,171.25,USD,Check,Completed,CHECK366273
PO0004817,V00348,2023-03-06,440.91,USD,ACH,Completed,CHECK595319
PO0004818,V00348,2025-10-23,1231.73,USD,ACH,Completed,CHECK998383
PO0004819,V00295,2023-07-25,819.48,USD,Check,Cancelled,CHECK696058
PO0004820,V00295,2024-08-03,451.33,USD,Credit Card,Completed,CHECK326041
PO0004821,V00295,2024-12-03,295.84,USD,Check,Completed,CHECK777697
PO0004822,V00295,2025-05-25,46.47,USD,Credit Card,Pending,CHECK307572
PO0004823,V00295,2023-12-07,1255.14,USD,Check,Completed,CHECK200947
PO0004824,V00295,2023-06-25,566.5,USD,ACH,Completed,CHECK790525
PO0004825,V00295,2023-04-16,301.87,USD,Check,Completed,CHECK796178
PO0004826,V00295,2024-07-08,246.37,USD,Check,Pending,CHECK434917
PO0004827,V00082,2025-04-15,1083.13,USD,Check,Completed,CHECK281134
PO0004828,V00082,2025-06-18,302.55,USD,Check,Completed,CHECK902579
PO0004829,V00082,2024-12-22,282.19,USD,Wire Transfer,Completed,CHECK755850
PO0004830,V00082,2024-02-26,52.67,USD,Check,Completed,CHECK903956
PO0004831,V00082,2023-05-02,5245.79,USD,Credit Card,Pending,CHECK102781
PO0004832,V00082,2025-06-09,41.46,USD,ACH,Cancelled,CHECK947447
PO0004833,V00082,2023-01-17,1274.04,USD,Check,Cancelled,CHECK145274
PO0004834,V00082,2023-09-25,347.99,USD,Credit Card,Pending,CHECK792227
PO0004835,V00082,2023-02-02,204.74,USD,Check,Completed,CHECK610131
PO0004836,V00082,2023-11-27,59.92,USD,Credit Card,Cancelled,CHECK905827
PO0004837,V00082,2024-04-15,96.68,USD,ACH,Pending,CHECK238126
PO0004838,V00082,2023-12-16,48709.95,USD,Credit Card,Pending,CHECK776299
PO0004839,V00082,2023-11-30,74.58,USD,Wire Transfer,Completed,CHECK400792
PO0004840,V00082,2024-05-05,15015.93,USD,ACH,Completed,CHECK448725
PO0004841,V00082,2023-05-08,137.34,USD,Credit Card,Pending,CHECK571769
PO0004842,V00082,2024-06-22,821.58,USD,ACH,Completed,CHECK833179
PO0004843,V00082,2024-11-15,560.71,USD,ACH,Cancelled,CHECK189520
PO0004844,V00082,2024-07-15,317.04,USD,Credit Card,Pending,CHECK297405
PO0004845,V00082,2023-12-06,2223.54,USD,Wire Transfer,Completed,CHECK599915
PO0004846,V00082,2024-12-22,669.93,USD,ACH,Pending,CHECK825257
PO0004847,V00082,2023-12-22,468.86,USD,Check,Completed,CHECK747387
PO0004848,V00082,2024-10-30,1138.44,USD,ACH,Pending,CHECK368455
PO0004849,V00082,2025-03-05,35361.3,USD,ACH,Completed,CHECK563394
PO0004850,V00082,2025-11-22,683.78,USD,Credit Card,Pending,CHECK771406
PO0004851,V00082,2023-11-07,366.63,USD,Wire Transfer,Completed,CHECK296661
PO0004852,V00082,2025-12-20,166.83,USD,Credit Card,Completed,CHECK833246
PO0004853,V00082,2023-09-19,1081.93,USD,Credit Card,Completed,CHECK252818
PO0004854,V00082,2023-02-17,36.16,USD,Credit Card,Pending,CHECK272270
PO0004855,V00082,2025-04-07,6647.48,USD,Wire Transfer,Completed,CHECK806051
PO0004856,V00082,2024-09-07,41.48,USD,Wire Transfer,Completed,CHECK425468
PO0004857,V00135,2024-12-02,47418.74,USD,Wire Transfer,Pending,CHECK535550
PO0004858,V00135,2024-01-22,60.82,USD,Credit Card,Completed,CHECK680649
PO0004859,V00426,2023-12-28,523.67,USD,ACH,Cancelled,CHECK879052
PO0004860,V00426,2023-11-01,98.44,USD,Credit Card,Completed,CHECK427500
PO0004861,V00426,2024-07-08,37.88,USD,Check,Pending,CHECK202467
PO0004862,V00426,2025-06-30,2160.76,USD,Check,Cancelled,CHECK878344
PO0004863,V00426,2023-12-23,2340.6,USD,Credit Card,Completed,CHECK961980
PO0004864,V00426,2024-08-12,665.33,USD,Credit Card,Completed,CHECK639221
PO0004865,V00426,2024-11-01,32.14,USD,ACH,Completed,CHECK205902
PO0004866,V00426,2023-06-06,12.46,USD,Check,Completed,CHECK362234
PO0004867,V00426,2025-07-13,3.43,USD,ACH,Cancelled,CHECK270325
PO0004868,V00426,2024-05-12,189.81,USD,Credit Card,Cancelled,CHECK377528
PO0004869,V00426,2025-03-18,502.86,USD,Credit Card,Cancelled,CHECK119813
PO0004870,V00016,2025-04-11,1136.37,USD,Wire Transfer,Completed,CHECK276703
PO0004871,V00016,2025-08-09,62.86,USD,Check,Completed,CHECK769180
PO0004872,V00016,2023-12-25,1556.12,USD,Wire Transfer,Cancelled,CHECK769776
PO0004873,V00016,2024-10-11,5393.9,USD,Wire Transfer,Cancelled,CHECK167784
PO0004874,V00016,2023-06-14,156.76,USD,ACH,Completed,CHECK607168
PO0004875,V00016,2025-01-15,9018.12,USD,Wire Transfer,Cancelled,CHECK178873
PO0004876,V00016,2025-12-30,3984.42,USD,Credit Card,Completed,CHECK527768
PO0004877,V00016,2025-10-05,928.3,USD,Credit Card,Pending,CHECK301091
PO0004878,V00016,2025-06-25,2261.66,USD,ACH,Cancelled,CHECK897223
PO0004879,V00016,2025-03-12,12165.16,USD,Check,Pending,CHECK345720
PO0004880,V00016,2025-01-27,466.13,USD,ACH,Completed,CHECK446174
PO0004881,V00016,2023-11-20,2.08,USD,Wire Transfer,Completed,CHECK874439
PO0004882,V00016,2025-03-09,64.33,USD,Check,Completed,CHECK393979
PO0004883,V00016,2023-08-23,1033.16,USD,Credit Card,Completed,CHECK840575
PO0004884,V00016,2024-07-08,5671.07,USD,ACH,Pending,CHECK416281
PO0004885,V00016,2024-03-31,32744.23,USD,Wire Transfer,Completed,CHECK661621
PO0004886,V00016,2023-09-05,1162.32,USD,ACH,Pending,CHECK737424
PO0004887,V00016,2023-10-24,641.57,USD,Credit Card,Pending,CHECK313924
PO0004888,V00016,2023-01-10,5691.06,USD,Wire Transfer,Cancelled,CHECK809369
PO0004889,V00016,2023-10-29,23.56,USD,Check,Completed,CHECK474885
PO0004890,V00016,2024-04-06,842.21,USD,Credit Card,Pending,CHECK296083
PO0004891,V00016,2023-08-19,399.59,USD,Check,Completed,CHECK615168
PO0004892,V00016,2024-09-23,96.71,USD,ACH,Cancelled,CHECK562757
PO0004893,V00016,2025-08-17,463.48,USD,Wire Transfer,Completed,CHECK184214
PO0004894,V00016,2023-04-19,4114.43,USD,Credit Card,Completed,CHECK234568
PO0004895,V00016,2023-07-09,42.7,USD,ACH,Completed,CHECK679667
PO0004896,V00192,2024-01-27,115.24,USD,Check,Pending,CHECK743885
PO0004897,V00192,2025-02-08,199.51,USD,Check,Pending,CHECK808881
PO0004898,V00192,2025-01-10,11927.41,USD,Check,Pending,CHECK484072
PO0004899,V00192,2024-09-01,198.38,USD,Check,Cancelled,CHECK434396
PO0004900,V00192,2023-11-04,183.32,USD,Check,Cancelled,CHECK689727
PO0004901,V00192,2025-09-08,61.33,USD,Wire Transfer,Completed,CHECK408498
PO0004902,V00192,2023-11-10,274.11,USD,Credit Card,Completed,CHECK171103
PO0004903,V00192,2025-10-15,157.21,USD,Check,Completed,CHECK376198
PO0004904,V00192,2025-01-21,28249.77,USD,ACH,Completed,CHECK366195
PO0004905,V00192,2024-05-07,2698.98,USD,ACH,Pending,CHECK493839
PO0004906,V00192,2025-02-23,2145.47,USD,ACH,Completed,CHECK116802
PO0004907,V00192,2024-06-14,17.44,USD,Check,Completed,CHECK965097
PO0004908,V00192,2024-08-27,31.15,USD,Wire Transfer,Cancelled,CHECK888497
PO0004909,V00192,2023-05-03,641.94,USD,Credit Card,Pending,CHECK671214
PO0004910,V00192,2024-09-08,2464.3,USD,Check,Completed,CHECK321349
PO0004911,V00192,2025-05-01,9.21,USD,Wire Transfer,Completed,CHECK822509
PO0004912,V00192,2025-10-04,794.81,USD,Credit Card,Completed,CHECK200593
PO0004913,V00192,2023-12-28,11915.68,USD,Credit Card,Cancelled,CHECK868742
PO0004914,V00192,2023-04-23,182.95,USD,Check,Completed,CHECK396138
PO0004915,V00192,2025-01-13,192.13,USD,Check,Completed,CHECK877466
PO0004916,V00192,2025-11-03,4088.45,USD,Check,Pending,CHECK989062
PO0004917,V00192,2023-12-09,98.48,USD,Check,Pending,CHECK593831
PO0004918,V00011,2025-02-06,15.99,USD,Check,Pending,CHECK444866
PO0004919,V00011,2025-11-10,368.29,USD,Credit Card,Cancelled,CHECK477598
PO0004920,V00011,2025-05-10,138.2,USD,Credit Card,Cancelled,CHECK366951
PO0004921,V00011,2025-07-22,78.32,USD,ACH,Pending,CHECK563775
PO0004922,V00011,2025-11-09,36.61,USD,Wire Transfer,Cancelled,CHECK127100
PO0004923,V00011,2025-10-21,183.37,USD,Wire Transfer,Completed,CHECK956568
PO0004924,V00011,2023-11-09,55.34,USD,Check,Completed,CHECK972540
PO0004925,V00011,2024-10-07,77.26,USD,Wire Transfer,Cancelled,CHECK611327
PO0004926,V00011,2024-04-12,118.39,USD,ACH,Completed,CHECK704275
PO0004927,V00011,2024-10-27,4046.26,USD,Check,Completed,CHECK387782
PO0004928,V00011,2025-05-15,4.75,USD,Credit Card,Pending,CHECK399645
PO0004929,V00011,2023-09-21,8011.96,USD,Credit Card,Pending,CHECK514671
PO0004930,V00011,2024-06-09,2537.82,USD,Wire Transfer,Completed,CHECK347215
PO0004931,V00011,2025-06-11,19102.31,USD,ACH,Cancelled,CHECK913684
PO0004932,V00011,2023-07-18,226.12,USD,Wire Transfer,Cancelled,CHECK102250
PO0004933,V00011,2023-10-06,2370.25,USD,Wire Transfer,Cancelled,CHECK341956
PO0004934,V00011,2024-05-08,154.29,USD,Wire Transfer,Completed,CHECK769299
PO0004935,V00011,2024-11-12,7000.02,USD,Check,Completed,CHECK344189
PO0004936,V00011,2023-06-11,349.56,USD,Credit Card,Completed,CHECK730326
PO0004937,V00011,2023-08-18,67.39,USD,Check,Completed,CHECK982576
PO0004938,V00411,2025-10-21,110.26,USD,Wire Transfer,Completed,CHECK565707
PO0004939,V00411,2023-04-11,1294.19,USD,Credit Card,Cancelled,CHECK265577
PO0004940,V00411,2023-11-25,16.7,USD,Credit Card,Completed,CHECK484622
PO0004941,V00411,2023-01-17,237.26,USD,ACH,Pending,CHECK745072
PO0004942,V00411,2024-12-07,4.4,USD,Wire Transfer,Completed,CHECK565069
PO0004943,V00411,2023-01-26,1358.94,USD,Credit Card,Completed,CHECK695886
PO0004944,V00411,2025-03-06,5525.69,USD,Wire Transfer,Completed,CHECK694364
PO0004945,V00411,2024-05-03,23.26,USD,Check,Pending,CHECK485486
PO0004946,V00411,2024-06-11,575.66,USD,Check,Pending,CHECK301393
PO0004947,V00411,2024-02-03,1018.04,USD,ACH,Cancelled,CHECK969357
PO0004948,V00411,2025-05-26,191.96,USD,ACH,Pending,CHECK176517
PO0004949,V00411,2023-11-22,53.05,USD,Credit Card,Completed,CHECK751348
PO0004950,V00411,2025-10-02,1202.86,USD,Wire Transfer,Cancelled,CHECK254129
PO0004951,V00411,2023-08-21,1995.68,USD,Wire Transfer,Completed,CHECK235224
PO0004952,V00411,2024-10-25,406.86,USD,Credit Card,Pending,CHECK603314
PO0004953,V00411,2023-11-28,85.99,USD,Wire Transfer,Completed,CHECK797458
PO0004954,V00199,2025-06-20,252.57,USD,ACH,Completed,CHECK671292
PO0004955,V00199,2025-01-05,1282.76,USD,Credit Card,Cancelled,CHECK414250
PO0004956,V00199,2024-02-04,1822.75,USD,Wire Transfer,Cancelled,CHECK447947
PO0004957,V00199,2023-01-16,6709.84,USD,Credit Card,Cancelled,CHECK554418
PO0004958,V00199,2023-03-16,753.67,USD,Credit Card,Completed,CHECK265772
PO0004959,V00199,2023-10-04,69.83,USD,Wire Transfer,Cancelled,CHECK552486
PO0004960,V00199,2023-06-06,33.39,USD,Wire Transfer,Cancelled,CHECK535146
PO0004961,V00199,2025-03-13,120.69,USD,Credit Card,Completed,CHECK181634
PO0004962,V00199,2025-04-06,1471.64,USD,Check,Completed,CHECK784451
PO0004963,V00199,2023-01-12,1119.61,USD,Wire Transfer,Completed,CHECK134590
PO0004964,V00199,2024-09-23,1016.44,USD,Wire Transfer,Pending,CHECK144723
PO0004965,V00199,2024-03-16,18429.95,USD,Wire Transfer,Cancelled,CHECK317655
PO0004966,V00199,2025-06-09,307.6,USD,ACH,Completed,CHECK830880
PO0004967,V00199,2025-09-20,434.75,USD,Credit Card,Cancelled,CHECK436267
PO0004968,V00199,2023-12-28,168.24,USD,Check,Pending,CHECK319690
PO0004969,V00199,2023-03-20,6615.79,USD,ACH,Cancelled,CHECK161342
PO0004970,V00199,2024-02-03,2795.43,USD,Credit Card,Completed,CHECK426126
PO0004971,V00528,2024-12-04,5591.51,USD,Wire Transfer,Completed,CHECK881261
PO0004972,V00528,2025-06-18,19.35,USD,Wire Transfer,Completed,CHECK293881
PO0004973,V00528,2023-05-11,90.01,USD,Check,Completed,CHECK229073
PO0004974,V00528,2023-01-04,7905.03,USD,Credit Card,Completed,CHECK234853
PO0004975,V00528,2025-03-16,1987.48,USD,Credit Card,Completed,CHECK126836
PO0004976,V00528,2024-10-31,5637.36,USD,Check,Pending,CHECK604279
PO0004977,V00528,2024-05-16,330.64,USD,ACH,Pending,CHECK831110
PO0004978,V00528,2023-05-20,1700.89,USD,ACH,Completed,CHECK155301
PO0004979,V00528,2025-06-17,506.23,USD,ACH,Completed,CHECK177232
PO0004980,V00528,2023-12-08,236.15,USD,Credit Card,Completed,CHECK533654
PO0004981,V00528,2024-11-23,68.47,USD,Check,Completed,CHECK868158
PO0004982,V00528,2025-04-14,239.27,USD,Wire Transfer,Pending,CHECK438212
PO0004983,V00528,2024-01-14,1.41,USD,ACH,Cancelled,CHECK473891
PO0004984,V00528,2023-07-20,100.84,USD,Credit Card,Completed,CHECK865270
PO0004985,V00528,2023-09-21,13.18,USD,Check,Completed,CHECK431686
PO0004986,V00528,2023-02-28,106.33,USD,Credit Card,Completed,CHECK516375
PO0004987,V00528,2023-04-04,85.45,USD,Wire Transfer,Completed,CHECK809796
PO0004988,V00528,2024-05-11,963.87,USD,Check,Completed,CHECK977262
PO0004989,V00528,2024-03-22,1781.16,USD,Credit Card,Completed,CHECK786173
PO0004990,V00283,2023-08-28,6102.59,USD,Check,Completed,CHECK173321
PO0004991,V00283,2025-11-06,2932.81,USD,Credit Card,Completed,CHECK351157
PO0004992,V00283,2024-04-14,15.93,USD,ACH,Completed,CHECK196012
PO0004993,V00283,2023-06-20,345.59,USD,Credit Card,Completed,CHECK184625
PO0004994,V00283,2025-03-03,4.97,USD,Check,Completed,CHECK530971
PO0004995,V00283,2025-11-02,3632.24,USD,Wire Transfer,Completed,CHECK231959
PO0004996,V00283,2025-12-25,50.44,USD,Check,Pending,CHECK805704
PO0004997,V00283,2024-03-29,5987.58,USD,Wire Transfer,Pending,CHECK968768
PO0004998,V00283,2023-09-21,203.15,USD,ACH,Pending,CHECK252727
PO0004999,V00283,2024-08-23,897.3,USD,Wire Transfer,Completed,CHECK482786
PO0005000,V00283,2023-03-29,259.1,USD,Check,Completed,CHECK779348
PO0005001,V00283,2024-02-23,3083.9,USD,Wire Transfer,Completed,CHECK884361
PO0005002,V00283,2023-11-07,128.53,USD,Credit Card,Completed,CHECK235409
PO0005003,V00283,2023-05-13,6050.43,USD,Credit Card,Completed,CHECK867911
PO0005004,V00283,2025-10-10,2.1,USD,Check,Completed,CHECK899044
PO0005005,V00042,2025-07-01,487.03,USD,Wire Transfer,Completed,CHECK827081
PO0005006,V00042,2023-07-27,438.51,USD,Check,Completed,CHECK452187
PO0005007,V00042,2023-01-22,107.52,USD,Check,Completed,CHECK303629
PO0005008,V00042,2025-01-07,183.29,USD,ACH,Completed,CHECK565057
PO0005009,V00042,2025-07-06,988.5,USD,Credit Card,Pending,CHECK108937
PO0005010,V00042,2023-02-16,73.28,USD,Wire Transfer,Completed,CHECK361711
PO0005011,V00042,2023-05-18,1523.49,USD,ACH,Completed,CHECK860367
PO0005012,V00042,2023-10-16,29.97,USD,ACH,Cancelled,CHECK611969
PO0005013,V00042,2024-07-18,20.78,USD,Credit Card,Completed,CHECK208338
PO0005014,V00042,2023-07-26,328.1,USD,Check,Completed,CHECK730790
PO0005015,V00050,2024-02-28,82.1,USD,Check,Completed,CHECK876079
PO0005016,V00050,2025-12-02,602.27,USD,Check,Completed,CHECK395697
PO0005017,V00050,2024-01-11,1396.03,USD,ACH,Pending,CHECK949769
PO0005018,V00050,2023-08-17,249.07,USD,Credit Card,Completed,CHECK250218
PO0005019,V00050,2024-09-10,2054.06,USD,Wire Transfer,Completed,CHECK275170
PO0005020,V00050,2024-03-07,19.62,USD,ACH,Pending,CHECK643130
PO0005021,V00050,2023-02-01,11391.37,USD,Credit Card,Completed,CHECK858200
PO0005022,V00050,2023-09-29,17319.37,USD,ACH,Completed,CHECK667865
PO0005023,V00050,2025-05-21,91.1,USD,Wire Transfer,Cancelled,CHECK636146
PO0005024,V00050,2023-09-28,173.29,USD,Wire Transfer,Cancelled,CHECK692484
PO0005025,V00050,2025-03-11,42.2,USD,ACH,Cancelled,CHECK537716
PO0005026,V00050,2025-05-20,44.01,USD,Credit Card,Completed,CHECK304572
PO0005027,V00050,2025-07-16,772.01,USD,ACH,Completed,CHECK966220
PO0005028,V00050,2024-10-10,641.34,USD,Wire Transfer,Cancelled,CHECK762355
PO0005029,V00050,2024-05-30,177.7,USD,Wire Transfer,Completed,CHECK576377
PO0005030,V00050,2023-01-06,1069.3,USD,Check,Completed,CHECK539074
PO0005031,V00070,2025-03-27,278.47,USD,Check,Pending,CHECK105726
PO0005032,V00070,2023-03-03,252.38,USD,Check,Completed,CHECK512186
PO0005033,V00070,2025-08-21,580.0,USD,Wire Transfer,Completed,CHECK498709
PO0005034,V00070,2024-10-02,302.81,USD,ACH,Completed,CHECK333985
PO0005035,V00070,2023-07-10,194.13,USD,Check,Completed,CHECK671332
PO0005036,V00070,2023-05-08,17.39,USD,Wire Transfer,Completed,CHECK550609
PO0005037,V00070,2025-07-26,206.84,USD,Wire Transfer,Completed,CHECK607549
PO0005038,V00070,2025-01-31,49633.46,USD,Check,Completed,CHECK648270
PO0005039,V00070,2025-07-05,194.26,USD,ACH,Completed,CHECK460088
PO0005040,V00070,2025-04-05,230.16,USD,Wire Transfer,Pending,CHECK214644
PO0005041,V00070,2023-07-03,10854.93,USD,ACH,Completed,CHECK427504
PO0005042,V00070,2024-05-19,1046.23,USD,ACH,Cancelled,CHECK989350
PO0005043,V00070,2024-10-21,261.37,USD,ACH,Completed,CHECK296497
PO0005044,V00070,2023-08-07,1864.62,USD,ACH,Completed,CHECK796556
PO0005045,V00070,2023-08-20,395.81,USD,Wire Transfer,Completed,CHECK693927
PO0005046,V00070,2024-05-27,4994.28,USD,Check,Completed,CHECK488192
PO0005047,V00070,2024-08-11,91538.19,USD,Credit Card,Completed,CHECK665480
PO0005048,V00070,2024-02-12,190.18,USD,Credit Card,Completed,CHECK596144
PO0005049,V00015,2025-06-28,72.2,USD,Credit Card,Completed,CHECK422031
PO0005050,V00015,2024-08-24,39.51,USD,Credit Card,Completed,CHECK446237
PO0005051,V00015,2025-09-06,140.4,USD,Credit Card,Pending,CHECK801844
PO0005052,V00015,2024-02-23,11.53,USD,Wire Transfer,Completed,CHECK677985
PO0005053,V00015,2024-01-24,1157.5,USD,Wire Transfer,Completed,CHECK806885
PO0005054,V00015,2025-05-26,1941.08,USD,Wire Transfer,Cancelled,CHECK729595
PO0005055,V00015,2025-09-29,75.04,USD,Credit Card,Cancelled,CHECK731173
PO0005056,V00015,2025-12-21,5.05,USD,Credit Card,Completed,CHECK269027
PO0005057,V00015,2023-10-19,49.3,USD,Credit Card,Completed,CHECK637768
PO0005058,V00015,2024-11-12,1650.14,USD,Check,Completed,CHECK621839
PO0005059,V00015,2025-05-04,1535.68,USD,Wire Transfer,Completed,CHECK424961
PO0005060,V00015,2024-01-18,3.94,USD,Check,Pending,CHECK962704
PO0005061,V00015,2023-10-26,652.12,USD,Check,Pending,CHECK397971
PO0005062,V00015,2023-11-11,30382.87,USD,Check,Completed,CHECK621488
PO0005063,V00015,2025-06-07,1399.08,USD,Wire Transfer,Pending,CHECK695897
PO0005064,V00015,2025-09-03,160.97,USD,Wire Transfer,Completed,CHECK112091
PO0005065,V00015,2023-02-28,133.28,USD,Credit Card,Completed,CHECK166741
PO0005066,V00507,2023-07-28,3234.06,USD,Credit Card,Pending,CHECK446737
PO0005067,V00115,2023-02-22,344.57,USD,Credit Card,Completed,CHECK783632
PO0005068,V00115,2025-07-19,424.81,USD,Wire Transfer,Cancelled,CHECK339936
PO0005069,V00115,2023-07-31,28.41,USD,Credit Card,Completed,CHECK655903
PO0005070,V00115,2024-06-23,6618.1,USD,Wire Transfer,Completed,CHECK824286
PO0005071,V00115,2023-01-20,244.14,USD,ACH,Pending,CHECK370605
PO0005072,V00115,2025-04-01,954.53,USD,Check,Completed,CHECK495575
PO0005073,V00115,2023-02-16,181.45,USD,Check,Completed,CHECK175088
PO0005074,V00115,2025-03-04,21.11,USD,ACH,Pending,CHECK144505
PO0005075,V00115,2025-06-27,206.53,USD,ACH,Pending,CHECK999914
PO0005076,V00115,2023-01-18,770.02,USD,Check,Completed,CHECK739849
PO0005077,V00115,2023-06-25,4662.16,USD,Credit Card,Pending,CHECK558642
PO0005078,V00115,2023-04-13,199.23,USD,Check,Completed,CHECK798338
PO0005079,V00115,2025-07-30,839.08,USD,Wire Transfer,Completed,CHECK635660
PO0005080,V00115,2023-11-13,1339.67,USD,ACH,Pending,CHECK574014
PO0005081,V00115,2024-05-24,433.32,USD,Credit Card,Completed,CHECK611440
PO0005082,V00115,2025-07-04,244.91,USD,Wire Transfer,Completed,CHECK213747
PO0005083,V00355,2023-12-28,281.21,USD,Credit Card,Pending,CHECK806282
PO0005084,V00355,2024-01-19,98.48,USD,Check,Pending,CHECK615192
PO0005085,V00355,2023-09-21,212.21,USD,Wire Transfer,Completed,CHECK739748
PO0005086,V00355,2024-10-12,374.04,USD,Check,Completed,CHECK236537
PO0005087,V00355,2025-09-10,546.74,USD,ACH,Pending,CHECK406240
PO0005088,V00355,2023-04-10,1267.52,USD,Credit Card,Completed,CHECK791868
PO0005089,V00355,2024-03-05,1274.91,USD,ACH,Completed,CHECK445623
PO0005090,V00355,2025-06-08,29.41,USD,Wire Transfer,Pending,CHECK972290
PO0005091,V00355,2024-11-26,1424.55,USD,Wire Transfer,Completed,CHECK636939
PO0005092,V00355,2023-01-04,953.89,USD,ACH,Completed,CHECK819837
PO0005093,V00355,2025-03-04,455.72,USD,Credit Card,Pending,CHECK736017
PO0005094,V00355,2023-02-13,1154.37,USD,ACH,Completed,CHECK227736
PO0005095,V00355,2023-08-31,4519.65,USD,Credit Card,Pending,CHECK602309
PO0005096,V00464,2024-08-12,4181.75,USD,Check,Completed,CHECK290994
PO0005097,V00464,2023-07-20,137.0,USD,Wire Transfer,Cancelled,CHECK288350
