transaction_id,reconciliation_status,matched_payout_id,reconciliation_date,last_reviewed,notes
TXN0073750,Partially Reconciled,PO0080422,2025-06-03,,
TXN0073751,Unreconciled,,,2024-03-27,
TXN0073752,Reconciled,PO0015806,2024-02-22,2024-12-13,
TXN0073753,Reconciled,,2023-05-17,2023-05-16,
TXN0073754,Reconciled,,2024-04-16,,
TXN0073755,Unreconciled,,,,
TXN0073756,Unreconciled,,,2023-03-18,Awaiting vendor documentation
TXN0073757,Unreconciled,,,2023-08-28,
TXN0073758,Partially Reconciled,,2024-03-21,2024-08-23,
TXN0073759,Reconciled,,2024-01-22,2023-09-17,
TXN0073760,Partially Reconciled,,2025-09-27,,
TXN0073761,Reconciled,PO0050333,2024-05-09,,
TXN0073762,Reconciled,PO0019318,2023-07-01,,
TXN0073763,Reconciled,PO0052435,2023-01-01,2024-02-22,
TXN0073764,Partially Reconciled,,2025-10-20,,
TXN0073765,Partially Reconciled,,2023-11-10,2024-05-12,
TXN0073766,Reconciled,PO0068894,2025-02-01,2024-04-18,
TXN0073767,Pending Reconciliation,,,2025-05-03,Awaiting vendor documentation
TXN0073768,Reconciled,PO0002182,2023-04-28,,
TXN0073769,Reconciled,,2025-08-11,,
TXN0073770,Reconciled,,2023-09-26,,
TXN0073771,Reconciled,PO0003770,2024-09-08,2023-03-25,
TXN0073772,Partially Reconciled,PO0012272,2023-01-07,,
TXN0073773,Unreconciled,,,2024-10-29,
TXN0073774,Reconciled,PO0088527,2023-07-16,2024-12-31,
TXN0073775,Reconciled,PO0084095,2025-11-13,,
TXN0073776,Partially Reconciled,PO0051678,2023-06-07,,
TXN0073777,Reconciled,PO0036464,2024-06-11,,
TXN0073778,Reconciled,PO0064153,2023-08-03,2024-04-10,
TXN0073779,Partially Reconciled,,2025-03-12,2025-09-30,
TXN0073780,Unreconciled,,,,Amount mismatch
TXN0073781,Reconciled,,2023-04-12,2023-06-24,
TXN0073782,Reconciled,PO0066445,2023-04-21,,
TXN0073783,Reconciled,,2024-10-13,2023-04-16,
TXN0073784,Partially Reconciled,PO0083616,2025-08-06,,
TXN0073785,Reconciled,,2023-01-02,2024-06-14,
TXN0073786,Pending Reconciliation,,,2025-12-06,Missing supporting documents
TXN0073787,Pending Reconciliation,,,2024-10-19,Amount mismatch
TXN0073788,Partially Reconciled,,2025-11-04,2025-09-29,
TXN0073789,Pending Reconciliation,,,2024-08-24,Missing supporting documents
TXN0073790,Reconciled,,2025-05-04,,
TXN0073791,Reconciled,PO0056828,2025-05-20,2024-04-05,
TXN0073792,Pending Reconciliation,,,2025-10-17,Missing supporting documents
TXN0073793,Reconciled,,2024-10-12,,
TXN0073794,Reconciled,,2023-11-13,2025-12-11,
TXN0073795,Unreconciled,,,,Amount mismatch
TXN0073796,Reconciled,,2023-03-24,,
TXN0073797,Reconciled,,2025-09-16,,
TXN0073798,Partially Reconciled,PO0042962,2025-04-02,,
TXN0073799,Reconciled,,2023-10-05,2025-09-05,
TXN0073800,Unreconciled,,,2025-03-03,Missing supporting documents
TXN0073801,Partially Reconciled,PO0077847,2025-11-16,,
TXN0073802,Pending Reconciliation,,,2023-05-10,Pending bank confirmation
TXN0073803,Reconciled,PO0022422,2024-05-15,2024-07-10,
TXN0073804,Partially Reconciled,PO0030266,2025-08-23,2024-10-16,
TXN0073805,Reconciled,PO0075016,2023-06-20,2025-02-26,
TXN0073806,Reconciled,PO0065795,2024-07-22,,
TXN0073807,Reconciled,PO0094524,2024-03-17,,
TXN0073808,Partially Reconciled,PO0087661,2024-09-29,2024-12-29,
TXN0073809,Reconciled,,2024-08-05,,
TXN0073810,Pending Reconciliation,,,2024-03-19,Amount mismatch
TXN0073811,Partially Reconciled,PO0088932,2023-02-13,,
TXN0073812,Partially Reconciled,,2024-09-16,2025-04-05,
TXN0073813,Reconciled,,2023-06-18,,
TXN0073814,Partially Reconciled,,2025-02-22,2025-06-05,
TXN0073815,Reconciled,,2023-06-24,,
TXN0073816,Partially Reconciled,PO0050682,2025-12-07,2023-12-04,
TXN0073817,Reconciled,,2023-03-25,2025-04-26,
TXN0073818,Pending Reconciliation,,,,Missing supporting documents
TXN0073819,Partially Reconciled,,2025-09-18,,
TXN0073820,Unreconciled,,,2025-06-27,Missing supporting documents
TXN0073821,Reconciled,,2023-04-25,,
TXN0073822,Reconciled,PO0048032,2025-05-22,2025-02-21,
TXN0073823,Reconciled,,2024-01-20,2023-01-18,
TXN0073824,Reconciled,,2023-05-06,,
TXN0073825,Unreconciled,,,2024-04-30,
TXN0073826,Partially Reconciled,PO0070776,2023-02-25,2024-02-02,
TXN0073827,Reconciled,,2024-10-08,2025-02-03,
TXN0073828,Reconciled,,2024-06-11,,
TXN0073829,Pending Reconciliation,,,2024-01-30,Missing supporting documents
TXN0073830,Reconciled,,2024-03-24,2024-04-30,
TXN0073831,Reconciled,,2025-07-25,2025-07-01,
TXN0073832,Partially Reconciled,PO0091743,2025-12-21,2024-11-05,
TXN0073833,Reconciled,,2025-02-03,2023-04-30,
TXN0073834,Reconciled,PO0009699,2023-11-01,2023-04-03,
TXN0073835,Reconciled,,2025-03-07,2023-04-22,
TXN0073836,Unreconciled,,,2025-01-12,Missing supporting documents
TXN0073837,Reconciled,PO0059491,2025-07-15,2023-09-13,
TXN0073838,Unreconciled,,,,Awaiting vendor documentation
TXN0073839,Partially Reconciled,PO0023260,2024-06-21,2024-12-01,
TXN0073840,Reconciled,PO0012776,2024-11-25,,
TXN0073841,Partially Reconciled,PO0014573,2025-10-17,2024-02-16,
TXN0073842,Reconciled,PO0038149,2024-09-11,,
TXN0073843,Partially Reconciled,PO0063633,2023-08-21,2024-11-20,
TXN0073844,Reconciled,PO0094422,2025-07-08,2023-02-15,
TXN0073845,Reconciled,,2023-09-19,2025-03-31,
TXN0073846,Reconciled,,2023-04-29,,
TXN0073847,Partially Reconciled,PO0013449,2024-05-12,2025-07-13,
TXN0073848,Partially Reconciled,,2023-05-28,2023-06-29,
TXN0073849,Pending Reconciliation,,,,
TXN0073850,Partially Reconciled,,2025-08-29,2025-04-11,
TXN0073851,Unreconciled,,,,Amount mismatch
TXN0073852,Pending Reconciliation,,,2024-10-04,Missing supporting documents
TXN0073853,Partially Reconciled,PO0075843,2023-01-24,2024-04-06,
TXN0073854,Partially Reconciled,,2024-03-31,,
TXN0073855,Reconciled,PO0032428,2023-12-22,,
TXN0073856,Pending Reconciliation,,,2023-04-17,Pending bank confirmation
TXN0073857,Pending Reconciliation,,,,Pending bank confirmation
TXN0073858,Reconciled,,2024-09-14,2025-07-30,
TXN0073859,Reconciled,PO0083732,2025-10-21,,
TXN0073860,Pending Reconciliation,,,2025-08-23,
TXN0073861,Reconciled,PO0004925,2025-01-15,2025-08-31,
TXN0073862,Pending Reconciliation,,,,Amount mismatch
TXN0073863,Reconciled,PO0046379,2025-04-15,2024-01-30,
TXN0073864,Partially Reconciled,PO0045965,2023-04-30,2024-01-04,
TXN0073865,Pending Reconciliation,,,2025-01-08,Missing supporting documents
TXN0073866,Reconciled,,2024-02-15,2025-11-30,
TXN0073867,Partially Reconciled,,2025-06-04,2023-02-14,
TXN0073868,Partially Reconciled,,2024-10-10,2023-06-12,
TXN0073869,Partially Reconciled,PO0041582,2023-08-25,2024-11-18,
TXN0073870,Reconciled,PO0069181,2024-08-11,2024-07-07,
TXN0073871,Unreconciled,,,2023-03-11,Pending bank confirmation
TXN0073872,Pending Reconciliation,,,,
TXN0073873,Reconciled,PO0011297,2023-07-17,2024-07-14,
TXN0073874,Unreconciled,,,2023-12-31,Pending bank confirmation
TXN0073875,Pending Reconciliation,,,2024-10-24,
TXN0073876,Partially Reconciled,PO0042625,2025-11-13,,
TXN0073877,Reconciled,PO0064278,2025-07-01,2025-06-22,
TXN0073878,Partially Reconciled,PO0020856,2024-09-15,2025-09-18,
TXN0073879,Reconciled,,2025-09-16,2023-04-17,
TXN0073880,Partially Reconciled,PO0009942,2024-11-10,2024-05-10,
TXN0073881,Partially Reconciled,PO0020191,2025-01-14,2023-09-15,
TXN0073882,Reconciled,PO0030299,2024-02-16,2024-01-18,
TXN0073883,Pending Reconciliation,,,2025-03-13,Missing supporting documents
TXN0073884,Partially Reconciled,PO0005178,2023-08-03,,
TXN0073885,Reconciled,PO0081852,2025-12-04,2024-06-16,
TXN0073886,Unreconciled,,,2024-06-28,Awaiting vendor documentation
TXN0073887,Partially Reconciled,PO0053728,2023-04-22,,
TXN0073888,Reconciled,,2024-03-19,,
TXN0073889,Reconciled,,2025-04-14,2024-06-27,
TXN0073890,Unreconciled,,,,
TXN0073891,Unreconciled,,,2023-02-23,Amount mismatch
TXN0073892,Partially Reconciled,,2023-11-15,2023-12-29,
TXN0073893,Reconciled,PO0056029,2025-12-24,,
TXN0073894,Unreconciled,,,2024-09-08,Pending bank confirmation
TXN0073895,Pending Reconciliation,,,2025-03-04,Amount mismatch
TXN0073896,Reconciled,PO0034579,2024-03-27,,
TXN0073897,Partially Reconciled,PO0064588,2024-08-27,2025-11-13,
TXN0073898,Reconciled,PO0015208,2025-10-18,2023-03-29,
TXN0073899,Partially Reconciled,,2025-07-09,2025-04-24,
TXN0073900,Reconciled,,2023-09-13,2025-11-16,
TXN0073901,Reconciled,PO0028986,2024-12-28,,
TXN0073902,Pending Reconciliation,,,,
TXN0073903,Reconciled,PO0094388,2024-05-06,2025-11-26,
TXN0073904,Reconciled,PO0039943,2024-01-12,2024-12-29,
TXN0073905,Reconciled,PO0005632,2023-04-11,,
TXN0073906,Pending Reconciliation,,,,Amount mismatch
TXN0073907,Pending Reconciliation,,,,Amount mismatch
TXN0073908,Reconciled,PO0022610,2023-01-01,,
TXN0073909,Reconciled,,2025-11-24,,
TXN0073910,Unreconciled,,,2023-04-29,Amount mismatch
TXN0073911,Reconciled,PO0063197,2024-12-09,,
TXN0073912,Pending Reconciliation,,,2024-11-15,
TXN0073913,Reconciled,,2025-10-03,,
TXN0073914,Reconciled,PO0082311,2025-01-10,2025-02-08,
TXN0073915,Reconciled,PO0040568,2023-08-02,2025-09-28,
TXN0073916,Reconciled,PO0063187,2023-10-27,2024-09-11,
TXN0073917,Pending Reconciliation,,,2023-09-16,Pending bank confirmation
TXN0073918,Partially Reconciled,PO0074633,2025-10-09,2025-01-03,
TXN0073919,Reconciled,,2024-11-10,2023-11-19,
TXN0073920,Unreconciled,,,2025-04-02,Missing supporting documents
TXN0073921,Unreconciled,,,2024-07-30,Amount mismatch
TXN0073922,Pending Reconciliation,,,2025-08-08,Awaiting vendor documentation
TXN0073923,Partially Reconciled,PO0032682,2023-08-14,,
TXN0073924,Partially Reconciled,PO0061431,2023-08-09,,
TXN0073925,Reconciled,PO0038723,2023-08-17,,
TXN0073926,Partially Reconciled,,2023-03-25,2025-11-12,
TXN0073927,Reconciled,,2024-07-04,,
TXN0073928,Partially Reconciled,PO0097999,2023-03-18,2025-06-05,
TXN0073929,Reconciled,,2024-05-27,2024-03-15,
TXN0073930,Pending Reconciliation,,,2024-11-13,Pending bank confirmation
TXN0073931,Reconciled,PO0039261,2023-04-01,,
TXN0073932,Reconciled,PO0093300,2025-07-10,2025-10-17,
TXN0073933,Partially Reconciled,PO0051036,2023-12-29,2023-05-08,
TXN0073934,Partially Reconciled,,2024-05-06,2025-03-28,
TXN0073935,Partially Reconciled,PO0041928,2024-06-12,2024-08-11,
TXN0073936,Unreconciled,,,,
TXN0073937,Partially Reconciled,,2024-05-16,2023-01-24,
TXN0073938,Unreconciled,,,2024-11-29,
TXN0073939,Partially Reconciled,PO0071265,2023-03-01,,
TXN0073940,Reconciled,PO0051084,2025-09-26,2023-02-19,
TXN0073941,Partially Reconciled,PO0068066,2023-03-09,,
TXN0073942,Unreconciled,,,2025-01-29,Amount mismatch
TXN0073943,Unreconciled,,,2025-12-07,
TXN0073944,Reconciled,,2024-12-14,2024-12-11,
TXN0073945,Reconciled,PO0080163,2023-07-21,2025-03-04,
TXN0073946,Reconciled,PO0025486,2023-03-10,,
TXN0073947,Unreconciled,,,2025-06-12,
TXN0073948,Reconciled,PO0076176,2025-02-13,2025-10-15,
TXN0073949,Partially Reconciled,PO0040587,2023-09-03,2023-05-26,
TXN0073950,Pending Reconciliation,,,2025-01-07,Awaiting vendor documentation
TXN0073951,Partially Reconciled,PO0022956,2024-04-26,,
TXN0073952,Partially Reconciled,,2025-12-03,2024-03-31,
TXN0073953,Reconciled,PO0004062,2025-09-15,2024-05-13,
TXN0073954,Reconciled,,2024-09-15,2025-02-13,
TXN0073955,Reconciled,,2025-08-23,2024-08-06,
TXN0073956,Reconciled,PO0069000,2025-07-20,,
TXN0073957,Reconciled,PO0088881,2023-04-29,2025-11-25,
TXN0073958,Reconciled,PO0077444,2023-08-18,2025-12-06,
TXN0073959,Reconciled,,2023-07-09,2024-04-29,
TXN0073960,Reconciled,PO0006165,2025-10-09,,
TXN0073961,Unreconciled,,,,
TXN0073962,Partially Reconciled,PO0032408,2024-11-02,2024-01-31,
TXN0073963,Partially Reconciled,,2024-06-20,2025-09-01,
TXN0073964,Partially Reconciled,PO0056462,2023-01-16,2024-04-06,
TXN0073965,Reconciled,,2025-05-28,2023-10-22,
TXN0073966,Reconciled,PO0056827,2024-04-25,2024-09-05,
TXN0073967,Reconciled,,2024-06-30,2024-11-05,
TXN0073968,Unreconciled,,,,Awaiting vendor documentation
TXN0073969,Reconciled,,2023-09-17,,
TXN0073970,Reconciled,PO0014372,2024-04-23,2024-05-26,
TXN0073971,Reconciled,PO0091203,2024-12-17,,
TXN0073972,Reconciled,PO0090303,2023-06-07,,
TXN0073973,Reconciled,,2025-11-27,2025-11-23,
TXN0073974,Reconciled,PO0090885,2024-06-07,2025-08-12,
TXN0073975,Partially Reconciled,PO0064810,2023-05-05,,
TXN0073976,Reconciled,PO0003984,2024-07-20,,
TXN0073977,Pending Reconciliation,,,,Amount mismatch
TXN0073978,Reconciled,,2025-06-23,2023-11-26,
TXN0073979,Reconciled,PO0093933,2025-02-23,,
TXN0073980,Reconciled,PO0022224,2024-09-01,2024-12-16,
TXN0073981,Partially Reconciled,PO0015238,2025-02-12,2025-02-05,
TXN0073982,Unreconciled,,,,
TXN0073983,Pending Reconciliation,,,,Awaiting vendor documentation
TXN0073984,Pending Reconciliation,,,2025-05-24,Missing supporting documents
TXN0073985,Reconciled,PO0052196,2024-08-08,,
TXN0073986,Reconciled,PO0049108,2024-05-29,,
TXN0073987,Reconciled,PO0095102,2023-03-08,2024-09-04,
TXN0073988,Reconciled,PO0019144,2023-07-31,2025-04-21,
TXN0073989,Partially Reconciled,PO0034321,2023-02-02,2025-06-03,
TXN0073990,Unreconciled,,,2025-08-12,Missing supporting documents
TXN0073991,Unreconciled,,,2025-04-06,Missing supporting documents
TXN0073992,Reconciled,,2023-11-05,,
TXN0073993,Pending Reconciliation,,,2025-02-13,
TXN0073994,Partially Reconciled,PO0007057,2025-12-22,2023-08-20,
TXN0073995,Pending Reconciliation,,,,Missing supporting documents
TXN0073996,Reconciled,PO0059178,2025-10-21,,
TXN0073997,Reconciled,PO0000891,2025-03-22,2025-09-27,
TXN0073998,Pending Reconciliation,,,,
TXN0073999,Reconciled,PO0017721,2023-05-28,,
TXN0074000,Unreconciled,,,,Pending bank confirmation
TXN0074001,Reconciled,PO0072238,2024-08-11,2023-01-18,
TXN0074002,Reconciled,,2023-12-26,2023-01-07,
TXN0074003,Reconciled,,2025-11-25,2024-08-25,
TXN0074004,Partially Reconciled,PO0072089,2024-07-23,2024-04-13,
TXN0074005,Reconciled,,2024-03-04,,
TXN0074006,Partially Reconciled,,2023-08-30,2024-09-01,
TXN0074007,Reconciled,,2025-11-14,2023-06-22,
TXN0074008,Reconciled,PO0095126,2025-05-24,2023-02-03,
TXN0074009,Reconciled,PO0066184,2023-05-06,2025-09-22,
TXN0074010,Partially Reconciled,,2024-08-20,,
TXN0074011,Partially Reconciled,,2023-01-21,2025-08-03,
TXN0074012,Unreconciled,,,2024-10-24,
TXN0074013,Reconciled,PO0077496,2025-06-12,2025-07-07,
TXN0074014,Partially Reconciled,,2025-08-01,2024-01-19,
TXN0074015,Pending Reconciliation,,,2024-01-07,Awaiting vendor documentation
TXN0074016,Reconciled,PO0068885,2025-04-23,2024-09-23,
TXN0074017,Reconciled,PO0015651,2024-10-16,2024-12-17,
TXN0074018,Partially Reconciled,PO0078082,2024-09-29,,
TXN0074019,Pending Reconciliation,,,2025-09-20,Pending bank confirmation
TXN0074020,Reconciled,PO0030611,2025-02-25,2024-09-10,
TXN0074021,Partially Reconciled,PO0015444,2024-04-17,2025-09-01,
TXN0074022,Partially Reconciled,,2024-01-19,2024-04-29,
TXN0074023,Reconciled,PO0095143,2024-05-20,2024-01-16,
TXN0074024,Reconciled,PO0071995,2024-09-30,2025-10-09,
TXN0074025,Reconciled,,2024-08-27,2025-08-23,
TXN0074026,Unreconciled,,,2024-04-11,Awaiting vendor documentation
TXN0074027,Reconciled,PO0052276,2024-09-11,2025-01-10,
TXN0074028,Partially Reconciled,PO0041920,2023-12-23,,
TXN0074029,Reconciled,,2025-05-28,,
TXN0074030,Reconciled,,2024-10-03,,
TXN0074031,Reconciled,PO0099958,2023-03-14,2025-03-13,
TXN0074032,Reconciled,PO0055386,2025-06-22,,
TXN0074033,Unreconciled,,,2024-01-31,Pending bank confirmation
TXN0074034,Reconciled,PO0082888,2023-04-14,2024-08-30,
TXN0074035,Reconciled,,2024-06-30,,
TXN0074036,Reconciled,PO0087159,2024-05-28,2025-04-22,
TXN0074037,Partially Reconciled,PO0058368,2023-02-09,,
TXN0074038,Reconciled,PO0032550,2025-09-02,2023-06-09,
TXN0074039,Partially Reconciled,PO0002582,2023-05-17,,
TXN0074040,Unreconciled,,,,Missing supporting documents
TXN0074041,Reconciled,PO0037380,2025-12-20,2023-01-17,
TXN0074042,Partially Reconciled,,2024-01-02,2025-09-11,
TXN0074043,Reconciled,,2025-04-16,2024-12-17,
TXN0074044,Unreconciled,,,2024-08-07,
TXN0074045,Reconciled,,2025-07-11,2023-03-05,
TXN0074046,Partially Reconciled,,2023-08-21,2023-09-07,
TXN0074047,Unreconciled,,,2024-05-16,Amount mismatch
TXN0074048,Reconciled,,2023-06-25,,
TXN0074049,Reconciled,PO0031817,2025-06-29,,
TXN0074050,Partially Reconciled,,2025-02-07,2023-08-08,
TXN0074051,Reconciled,PO0076071,2024-05-11,,
TXN0074052,Reconciled,PO0069559,2024-10-04,,
TXN0074053,Reconciled,,2024-06-07,,
TXN0074054,Partially Reconciled,PO0074855,2024-01-05,2024-05-26,
TXN0074055,Partially Reconciled,PO0051641,2024-05-21,2023-01-16,
TXN0074056,Reconciled,PO0030146,2023-02-17,2023-03-05,
TXN0074057,Unreconciled,,,2024-09-18,Amount mismatch
TXN0074058,Pending Reconciliation,,,2023-03-18,Pending bank confirmation
TXN0074059,Pending Reconciliation,,,,Amount mismatch
TXN0074060,Reconciled,,2024-09-20,2025-11-05,
TXN0074061,Reconciled,,2024-01-14,2023-06-25,
TXN0074062,Pending Reconciliation,,,2025-07-24,
TXN0074063,Reconciled,,2024-07-03,,
TXN0074064,Partially Reconciled,PO0051504,2024-02-23,,
TXN0074065,Reconciled,PO0098767,2025-12-25,2023-03-29,
TXN0074066,Unreconciled,,,2023-08-08,
TXN0074067,Reconciled,,2025-05-26,2023-05-19,
TXN0074068,Partially Reconciled,PO0093729,2024-09-06,2023-04-01,
TXN0074069,Reconciled,,2024-01-14,2023-03-27,
TXN0074070,Unreconciled,,,,Amount mismatch
TXN0074071,Partially Reconciled,PO0037875,2024-10-29,2025-06-22,
TXN0074072,Partially Reconciled,PO0034135,2023-12-07,,
TXN0074073,Partially Reconciled,PO0065521,2025-05-26,,
TXN0074074,Partially Reconciled,,2025-04-29,,
TXN0074075,Reconciled,,2025-06-28,2023-08-11,
TXN0074076,Partially Reconciled,,2025-06-07,2024-04-22,
TXN0074077,Reconciled,PO0069785,2023-01-09,2023-11-02,
TXN0074078,Partially Reconciled,PO0037277,2024-09-27,,
TXN0074079,Reconciled,PO0025933,2024-08-16,2024-11-25,
TXN0074080,Reconciled,PO0043798,2025-07-31,,
TXN0074081,Unreconciled,,,,
TXN0074082,Reconciled,,2023-10-22,2023-01-24,
TXN0074083,Partially Reconciled,,2025-09-14,2023-03-19,
TXN0074084,Pending Reconciliation,,,,Amount mismatch
TXN0074085,Partially Reconciled,PO0003685,2024-12-16,2024-12-14,
TXN0074086,Partially Reconciled,PO0010364,2024-03-18,,
TXN0074087,Reconciled,,2023-05-10,2025-07-17,
TXN0074088,Partially Reconciled,,2024-10-29,2025-09-07,
TXN0074089,Reconciled,,2023-10-14,2024-11-21,
TXN0074090,Partially Reconciled,PO0063822,2024-04-17,2023-08-15,
TXN0074091,Reconciled,,2024-04-01,,
TXN0074092,Reconciled,PO0042997,2025-02-15,,
TXN0074093,Partially Reconciled,PO0025131,2023-07-01,2025-02-21,
TXN0074094,Reconciled,,2023-11-19,2023-03-03,
TXN0074095,Reconciled,PO0050490,2023-04-07,,
TXN0074096,Reconciled,PO0037306,2024-05-01,2024-04-08,
TXN0074097,Pending Reconciliation,,,2025-05-10,
TXN0074098,Partially Reconciled,,2023-03-31,2023-08-30,
TXN0074099,Reconciled,PO0033190,2024-06-21,,
TXN0074100,Unreconciled,,,2024-11-13,Awaiting vendor documentation
TXN0074101,Partially Reconciled,,2023-08-21,2025-08-22,
TXN0074102,Unreconciled,,,2023-10-09,Missing supporting documents
TXN0074103,Unreconciled,,,2025-08-15,Awaiting vendor documentation
TXN0074104,Reconciled,PO0065880,2025-07-28,2023-12-24,
TXN0074105,Pending Reconciliation,,,,Pending bank confirmation
TXN0074106,Partially Reconciled,,2023-07-05,2023-07-07,
TXN0074107,Pending Reconciliation,,,2023-11-19,Missing supporting documents
TXN0074108,Partially Reconciled,,2025-07-05,2024-08-11,
TXN0074109,Unreconciled,,,2023-03-10,Amount mismatch
TXN0074110,Reconciled,PO0068063,2023-05-06,2023-04-13,
TXN0074111,Unreconciled,,,2024-12-06,Pending bank confirmation
TXN0074112,Partially Reconciled,,2024-11-07,2025-10-20,
TXN0074113,Reconciled,,2025-05-09,2025-04-01,
TXN0074114,Reconciled,PO0066146,2023-02-06,,
TXN0074115,Reconciled,,2025-08-29,2025-06-30,
TXN0074116,Reconciled,,2025-05-20,2025-03-13,
TXN0074117,Partially Reconciled,PO0015878,2025-08-21,2023-12-26,
TXN0074118,Reconciled,,2024-07-27,2024-04-10,
TXN0074119,Reconciled,PO0078223,2023-03-16,2025-05-30,
TXN0074120,Unreconciled,,,2025-01-07,
TXN0074121,Reconciled,PO0078149,2024-04-28,,
TXN0074122,Partially Reconciled,PO0098905,2023-12-10,2024-08-19,
TXN0074123,Reconciled,PO0055638,2024-10-10,,
TXN0074124,Reconciled,PO0071933,2025-02-11,,
TXN0074125,Reconciled,PO0005163,2024-06-27,,
TXN0074126,Partially Reconciled,PO0029041,2024-03-06,,
TXN0074127,Partially Reconciled,,2025-05-25,2025-08-06,
TXN0074128,Reconciled,PO0050928,2023-10-28,2023-02-01,
TXN0074129,Reconciled,PO0031301,2025-08-27,2024-04-08,
TXN0074130,Reconciled,PO0050841,2025-12-28,2024-11-26,
TXN0074131,Partially Reconciled,PO0068758,2024-06-28,,
TXN0074132,Reconciled,PO0097588,2024-07-25,,
TXN0074133,Reconciled,,2024-12-24,,
TXN0074134,Partially Reconciled,PO0074670,2025-02-15,2025-12-15,
TXN0074135,Reconciled,PO0023303,2025-04-06,2024-10-13,
TXN0074136,Partially Reconciled,,2024-09-02,2024-11-09,
TXN0074137,Pending Reconciliation,,,,Amount mismatch
TXN0074138,Partially Reconciled,,2023-09-30,2023-11-29,
TXN0074139,Partially Reconciled,PO0059505,2024-01-23,2025-05-26,
TXN0074140,Partially Reconciled,PO0086662,2025-11-13,,
TXN0074141,Reconciled,PO0073425,2024-09-29,,
TXN0074142,Reconciled,PO0058046,2023-09-14,2025-02-23,
TXN0074143,Reconciled,PO0058832,2025-01-01,,
TXN0074144,Reconciled,,2024-09-04,,
TXN0074145,Pending Reconciliation,,,,
TXN0074146,Reconciled,PO0058878,2024-10-23,2025-04-11,
TXN0074147,Partially Reconciled,,2024-12-30,2025-10-22,
TXN0074148,Reconciled,PO0086747,2025-01-18,,
TXN0074149,Reconciled,PO0060777,2024-04-13,2023-10-26,
TXN0074150,Reconciled,PO0035791,2023-11-02,,
TXN0074151,Reconciled,,2025-12-28,2023-03-14,
TXN0074152,Pending Reconciliation,,,2024-11-16,Amount mismatch
TXN0074153,Pending Reconciliation,,,,Awaiting vendor documentation
TXN0074154,Pending Reconciliation,,,,
TXN0074155,Partially Reconciled,,2024-07-27,,
TXN0074156,Pending Reconciliation,,,,Pending bank confirmation
TXN0074157,Reconciled,PO0035229,2023-09-24,,
TXN0074158,Partially Reconciled,,2023-09-30,2024-07-26,
TXN0074159,Pending Reconciliation,,,2025-01-06,Amount mismatch
TXN0074160,Reconciled,PO0085286,2025-11-21,,
TXN0074161,Reconciled,PO0069139,2025-03-12,,
TXN0074162,Partially Reconciled,PO0022862,2025-11-15,2025-10-07,
TXN0074163,Pending Reconciliation,,,2024-09-04,Awaiting vendor documentation
TXN0074164,Pending Reconciliation,,,,
TXN0074165,Reconciled,PO0092631,2024-04-11,,
TXN0074166,Partially Reconciled,PO0006573,2024-10-31,,
TXN0074167,Reconciled,PO0076222,2025-06-19,2025-02-11,
TXN0074168,Pending Reconciliation,,,2025-02-26,Missing supporting documents
TXN0074169,Reconciled,PO0005034,2024-03-13,2023-04-17,
TXN0074170,Reconciled,PO0049644,2024-01-27,2025-10-03,
TXN0074171,Unreconciled,,,,Awaiting vendor documentation
TXN0074172,Reconciled,PO0050234,2024-12-23,2025-01-23,
TXN0074173,Partially Reconciled,,2025-01-30,,
TXN0074174,Partially Reconciled,PO0083906,2025-07-01,2024-07-16,
TXN0074175,Reconciled,PO0044960,2024-12-22,2024-03-18,
TXN0074176,Reconciled,PO0074256,2025-09-22,,
TXN0074177,Partially Reconciled,,2023-06-16,,
TXN0074178,Reconciled,PO0000689,2023-01-01,2024-05-06,
TXN0074179,Reconciled,PO0054148,2023-08-19,,
TXN0074180,Reconciled,PO0056738,2023-09-06,,
TXN0074181,Partially Reconciled,PO0023681,2025-04-11,2025-12-10,
TXN0074182,Reconciled,,2023-01-01,,
TXN0074183,Reconciled,PO0038206,2023-11-22,2025-04-22,
TXN0074184,Partially Reconciled,PO0065147,2023-06-20,,
TXN0074185,Reconciled,PO0089066,2023-08-07,2024-08-08,
TXN0074186,Unreconciled,,,,Pending bank confirmation
TXN0074187,Partially Reconciled,PO0084190,2025-09-23,2024-01-28,
TXN0074188,Pending Reconciliation,,,2024-03-23,
TXN0074189,Reconciled,,2025-08-20,2025-04-25,
TXN0074190,Pending Reconciliation,,,2024-10-05,
TXN0074191,Reconciled,PO0032656,2025-01-18,2025-08-28,
TXN0074192,Reconciled,,2023-03-02,,
TXN0074193,Reconciled,PO0034056,2023-10-13,,
TXN0074194,Partially Reconciled,,2024-12-20,2023-12-31,
TXN0074195,Reconciled,,2025-07-05,,
TXN0074196,Reconciled,PO0038969,2025-09-23,2025-08-08,
TXN0074197,Partially Reconciled,PO0057952,2024-03-22,2025-07-19,
TXN0074198,Unreconciled,,,2023-07-02,
TXN0074199,Reconciled,,2023-01-12,2024-10-10,
TXN0074200,Partially Reconciled,PO0031823,2023-01-27,,
TXN0074201,Reconciled,PO0013186,2023-10-09,,
TXN0074202,Pending Reconciliation,,,2025-07-30,Pending bank confirmation
TXN0074203,Reconciled,,2024-01-18,2024-04-29,
TXN0074204,Partially Reconciled,PO0059024,2024-07-18,2023-08-25,
TXN0074205,Pending Reconciliation,,,2025-04-13,Awaiting vendor documentation
TXN0074206,Partially Reconciled,,2024-07-02,,
